"x"	"y"	"lab"
0.87846499329541	48.081541177803	"1"
-88.7899963116834	44.2986852346018	"3"
-78.5003846541077	46.6908929990192	"4"
-88.156203805526	47.2982599973043	"5"
-98.9092364095305	50.2063769337382	"6"
-82.9249202261325	45.3411327025712	"7"
-83.1547933490425	48.0381921059587	"8"
-93.9196718905121	48.2442053813753	"9"
-76.2289956115675	48.5842434449909	"10"
19.2464811140009	49.4217065016323	"11"
3.57296810318337	49.4755544013093	"12"
20.8179167860039	52.2733586388998	"13"
13.4535420123839	51.4541985733616	"14"
-119.417726413725	39.7782855122074	"15"
-104.676821794289	43.911065824333	"16"
-95.2236387108411	43.215367441238	"17"
-97.1155423218485	44.803098357625	"18"
-111.919373542726	43.0162105909606	"19"
53.2842218456055	39.3464247565927	"20"
-99.1582617721584	53.7110944044933	"21"
-103.821855767822	56.2378337800866	"22"
-107.443074738436	53.5258850805174	"23"
-107.512257661902	51.4346053548196	"24"
-96.0118056984136	55.3017876923876	"25"
-106.503496718303	54.8710970963789	"26"
-115.451906813844	52.3918134236056	"27"
-70.8839924318096	47.2373330404687	"29"
-122.928286946515	53.3888184770464	"30"
-91.3688868117498	53.9488197822332	"31"
-114.765816746809	54.6393485846756	"32"
-99.97460126907	52.3320410672971	"33"
-3.74890914478436	43.4637040635058	"34"
-88.8172067203878	45.9351823078638	"40"
-97.3435273756263	46.8741245175999	"41"
-74.2521339539407	42.3096008460713	"42"
-72.1915649606636	45.3860136885029	"43"
-78.6570393070375	40.4315556749309	"44"
11.6588439637521	48.7042447594764	"45"
3.74676545568781	51.0847640863268	"46"
5.6342839124529	55.978276701898	"47"
37.6176213510458	58.7558643149351	"48"
28.8659034020504	45.8240928514821	"49"
-4.94113271366132	57.0440584477406	"50"
-12.1259587214234	56.1183055780742	"51"
-6.36739131005473	49.7088035571394	"52"
21.6511611399661	50.7840402527354	"53"
90.3823110950713	56.7038854613325	"54"
2.68439901878216	59.5788621484326	"55"
10.0059374738516	58.9552160377549	"57"
31.6076657764586	43.7324762310372	"58"
5.24522852980931	54.6195304768371	"60"
13.7529340538642	55.2547070671049	"62"
15.6001445040411	60.3153374718515	"63"
-3.65848251944283	52.3515619039891	"64"
69.2402256942788	44.2995139581647	"65"
45.2611665099556	44.7660552897611	"75"
21.6413848973509	56.504788096401	"83"
14.4143749564925	57.5732376623995	"84"
29.3923854130528	51.5040635903694	"86"
27.9833861102556	48.7028598125591	"87"
29.5363515075815	50.0455546347843	"88"
-84.1129512102732	50.6169281465522	"89"
-91.8689897469292	51.5167270446472	"90"
35.2434263791411	41.9637574452055	"91"
39.0751924090237	43.4151742767943	"92"
-81.8298580871458	43.2972879522261	"93"
39.9217875191995	51.4343133752114	"94"
47.3119350896379	52.2411089174481	"95"
20.3993028745424	44.9203462313131	"96"
11.3269628328293	50.048025725652	"97"
173.643092994723	-34.6848539687036	"81"
176.179353641595	-33.179395080891	"82"
